ウェブページ	page-02	[ページ設定] ダイアログを開きます。	cmd,shift,p	0
ウェブページ	page-03	現在のページを保存します。	cmd,s	0
ウェブページ	page-04	現在のページをメールで送信します。	cmd,shift,i	0
ウェブページ	page-05	現在のページを再読み込みします。	cmd,r	0
ウェブページ	page-06	現在のページの読み込みを停止します。	cmd,comma	0
ウェブページ	page-07	検索バーを開きます。	cmd,f	0
ウェブページ	page-08	検索バーに入力したキーワードとの次の一致箇所を表示します。	cmd,g	0
ウェブページ	page-09	検索バーに入力したキーワードとの前の一致箇所を表示します。	cmd,shift,g,or,shift,enter	0
ウェブページ	page-10	選択箇所を検索に使用します。	cmd,e	0
ウェブページ	page-11	選択ページにジャンプします。	cmd,j	0
ウェブページ	page-12	デベロッパー ツールを開きます。	cmd,alt,i	0
ウェブページ	page-13	JavaScript コンソールを開きます。	cmd,alt,j	0
ウェブページ	page-14	現在のページのソースを開きます。	cmd,alt,u	0
ウェブページ	page-15	要素の検証を開きます。	cmd,alt,c	0
ウェブページ	page-16	リンク先をダウンロードします。	alt,click	0
ウェブページ	page-17	現在のウェブページをブックマークとして保存します。	cmd,d	0
ウェブページ	page-18	開いているすべてのタブを新しい 1 つのフォルダにブックマークとして保存します。	cmd,shift,d	0
ウェブページ	page-19	ページを全画面モードで開きます。もう一度 _-shift-F を押すと全画面モードを終了します。	cmd,shift,f	0
ウェブページ	page-20	ページ全体を拡大表示します。	cmd,plusTen	0
ウェブページ	page-21	ページ全体を縮小表示します。	cmd,hyphen	0
ウェブページ	page-22	ページ全体を通常のサイズに戻します。	cmd,num0	0
ウェブページ	page-23	現在のタブでホームページを開きます。	cmd,shift,h	0
ウェブページ	page-24	ウェブページを下にスクロールします。	space	0
ウェブページ	page-25	ウェブを検索します。	cmd,alt,f	0
テキスト	text-01	ハイライト表示されたコンテンツをクリップボードにコピーします。	cmd,c	0
テキスト	text-02	現在表示しているページの URL をクリップボードにコピーします。	cmd,alt,c	0
テキスト	text-03	クリップボードからコンテンツを貼り付けます。	cmd,v	0
テキスト	text-04	コンテンツを元の書式設定なしで貼り付けます。	cmd,shift,alt,v	0
テキスト	text-05	ハイライト表示されたコンテンツを削除して、クリップボードにコピーします。	cmd,x,or,shift,delete	0
テキスト	text-06	最後の操作を取り消します。	cmd,z	0
テキスト	text-07	最後の操作を繰り返します。	cmd,shift,z	0
テキスト	text-08	ハイライト表示されたコンテンツを削除して、クリップボードにコピーします（カット）。	cmd,x	0
テキスト	text-09	現在のページのテキストをすべて選択します。	cmd,a	0
テキスト	text-10	[スペルと文法] ダイアログを開きます。	cmd,colon	0
テキスト	text-11	現在のページのスペルと文法をチェックします。	cmd,semicolon	0
